State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"MT","Lewis & Clark","6089","B1",,"2015","ARP, MATS","6122.62","12","244032.5",,"684.851","0.3717","572.739","329140.842","3028890.031","8","MAPP","Richland","Electric Utility","Montana Dakota Utilities Company","Montana Dakota Utilities Company","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled OFA","Wet Scrubber","Additives to Enhance PAC and Existing Equipment Performance","47.6788","-104.1569",
"MT","Mill Creek Generating Station","56908","1A"," CS1","2015","ARP","7209.8","12","106378.89",,"0.391","0.0171","11.546","77139.855","1297976.475","8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"MT","Mill Creek Generating Station","56908","1B"," CS1","2015","ARP","5982.1","12","91244.52",,"0.332","0.0172","9.87","65528.327","1102444.359","8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"MT","Mill Creek Generating Station","56908","2A"," CS2","2015","ARP","0.0","12",,,,,,,,"8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"MT","Mill Creek Generating Station","56908","2B"," CS2","2015","ARP","3991.37","12","57389.95",,"0.208","0.0139","4.887","41263.399","694310.114","8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"MT","Mill Creek Generating Station","56908","3A"," CS3","2015","ARP","4232.72","12","63156.47",,"0.232","0.0143","5.867","45945.711","773064.814","8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"MT","Mill Creek Generating Station","56908","3B"," CS3","2015","ARP","7508.71","12","112016.35",,"0.41","0.0129","9.356","81110.326","1364852.173","8",,"Deer Lodge","Electric Utility","NorthWestern Energy","NAES Corporation","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"46.1066","-112.8755",
"NC","Asheville","2706","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7702.46","12","819987.68",,"454.135","0.1008","391.616","798690.12","7786177.521","4","SERC","Buncombe","Electric Utility","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil","Wet Lime FGD","Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator<br>Wet Scrubber (Began Apr 15, 2015)",,"35.4714","-82.5431",
"NC","Asheville","2706","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7596.4","12","809425.46",,"616.031","0.0955","380.938","819023.376","7984940.344","4","SERC","Buncombe","Electric Utility","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Phase 2","Phase II Group 1","Operating","Dry bottom wall-fired boiler","Coal","Diesel Oil","Wet Lime FGD","Low NOx Burner Technology (Dry Bottom only)<br>Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator<br>Wet Scrubber (Began Apr 15, 2015)",,"35.4714","-82.5431",
"NC","Asheville","2706","3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","776.77","12","94073.33",,"0.336","0.1066","56.695","69706.449","1081815.18","4","SERC","Buncombe","Electric Utility","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.4714","-82.5431",
"NC","Asheville","2706","4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","575.69","12","62186.44",,"0.234","0.1156","42.739","50518.313","758438.063","4","SERC","Buncombe","Electric Utility","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Duke Energy Progress, Inc., Duke Energy Progress, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.4714","-82.5431",
"NC","Belews Creek","8042","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6360.9","12","6379230.94",,"3230.152","0.1329","3523.953","5654294.859","5.5110091075E7","4","SERC","Stokes","Electric Utility","Duke Energy Carolinas, LLC, Duke Energy Corporation","Duke Energy Carolinas, LLC, Duke Energy Corporation","Phase 2","Group 2","Operating","Cell burner boiler","Coal","Diesel Oil","Wet Limestone","Low NOx Cell Burner<br>Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator<br>Wet Scrubber",,"36.2811","-80.0603",
"NC","Belews Creek","8042","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7128.29","12","6902483.88",,"3563.853","0.1194","3587.599","6154739.951","5.9987741954E7","4","SERC","Stokes","Electric Utility","Duke Energy Carolinas, LLC, Duke Energy Corporation","Duke Energy Carolinas, LLC, Duke Energy Corporation","Phase 2","Group 2","Operating","Cell burner boiler","Coal","Diesel Oil","Wet Limestone","Low NOx Cell Burner<br>Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator<br>Wet Scrubber",,"36.2811","-80.0603",
"NC","Blewett","2707","1",,"2015","CSNOX, CSNOXOS, CSSO2G1","40.74","12","0.0",,"2.822","1.2","6.771","912.9","11285.1","4",,"Anson","Electric Utility","Duke Energy Progress, Inc.","Duke Energy Progress, Inc.",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"34.9815","-79.8771",
"NC","Blewett","2707","2",,"2015","CSNOX, CSNOXOS, CSSO2G1","31.6","12","0.0",,"2.189","1.2003","5.252","708.0","8753.3","4",,"Anson","Electric Utility","Duke Energy Progress, Inc.","Duke Energy Progress, Inc.",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"34.9815","-79.8771",
"NC","Blewett","2707","3",,"2015","CSNOX, CSNOXOS, CSSO2G1","40.36","12","0.0",,"2.795","1.2001","6.708","904.4","11179.9","4",,"Anson","Electric Utility","Duke Energy Progress, Inc.","Duke Energy Progress, Inc.",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"34.9815","-79.8771",
"NC","Blewett","2707","4",,"2015","CSNOX, CSNOXOS, CSSO2G1","41.05","12","0.0",,"2.843","1.2001","6.823","919.8","11370.9","4",,"Anson","Electric Utility","Duke Energy Progress, Inc.","Duke Energy Progress, Inc.",,,"Operating","Combustion turbine","Diesel Oil",,,,,,"34.9815","-79.8771",
"NC","Blue Ridge Paper Products Inc.","50244","B4",,"2015","SIPNOX","3379.99","6",,"1018564.0",,"0.3177","223.933",,"1409146.268","4",,"Haywood","Industrial Boiler","Blue Ridge Paper Products, Inc.","Blue Ridge Paper Products, Inc.",,,"Operating","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA<br>Selective Non-catalytic Reduction","Electrostatic Precipitator",,"35.535","-82.8411",
"NC","Blue Ridge Paper Products Inc.","50244","BB",,"2015","SIPNOX","3251.23","6",,"399808.33",,"0.5939","213.546",,"628710.778","4",,"Haywood","Industrial Boiler","Blue Ridge Paper Products, Inc.","Blue Ridge Paper Products, Inc.",,,"Operating","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"35.535","-82.8411",
"NC","Blue Ridge Paper Products Inc.","50244","PG",,"2015","SIPNOX","3213.87","6",,"317976.98",,"0.6173","175.753",,"482609.103","4",,"Haywood","Industrial Boiler","Blue Ridge Paper Products, Inc.","Blue Ridge Paper Products, Inc.",,,"Operating","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"35.535","-82.8411",
"NC","Blue Ridge Paper Products Inc.","50244","RB",,"2015","SIPNOX","3531.33","6",,"521867.09",,"0.4585","232.44",,"1012240.224","4",,"Haywood","Industrial Boiler","Blue Ridge Paper Products, Inc.","Blue Ridge Paper Products, Inc.",,,"Operating","Stoker","Coal","Other Solid Fuel, Wood",,"Overfire Air","Wet Scrubber",,"35.535","-82.8411",
"NC","Blue Ridge Paper Products Inc.","50244","RC",,"2015","SIPNOX","3596.59","6",,"738606.28",,"0.6916","374.75",,"1085330.908","4",,"Haywood","Industrial Boiler","Blue Ridge Paper Products, Inc.","Blue Ridge Paper Products, Inc.",,,"Operating","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology (Dry Bottom only)","Electrostatic Precipitator",,"35.535","-82.8411",
"NC","Buck","2720","11C",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8353.39","12","2584065.89",,"5.226","0.0087","73.81","1035156.605","1.7418613391E7","4","SERC","Rowan","Electric Utility","Duke Energy Carolinas, LLC","Duke Energy Carolinas, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"35.7133","-80.3767",
"NC","Buck","2720","12C",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8296.8","12","2554294.03",,"5.164","0.0087","73.028","1022949.849","1.7213122813E7","4","SERC","Rowan","Electric Utility","Duke Energy Carolinas, LLC","Duke Energy Carolinas, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"35.7133","-80.3767",
"NC","Butler-Warner Generation Plant","1016","GT-1"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","157.0","12","2930.0",,"8.934","0.3269","7.26",,"44382.2","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-2"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","145.0","12","2748.0",,"10.258","0.3326","6.878",,"41333.6","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-3"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","130.0","12","2498.0",,"9.406","0.333","6.263",,"37614.9","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-4"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","100.0","12","1995.0",,"5.271","0.2647","4.026",,"30386.0","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-5"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","100.0","12","1977.0",,"5.114","0.7777","11.306",,"30139.3","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-6"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","179.0","12","3329.0",,"8.611","0.3473","8.874",,"50749.3","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-7"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","176.0","12","3401.0",,"9.869","0.3257","8.438",,"51781.1","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","Butler-Warner Generation Plant","1016","GT-8"," CP1","2015","CSNOX, CSNOXOS, CSSO2G1","163.0","12","3252.0",,"10.148","0.3275","8.072",,"49257.7","4","SERC","Cumberland","Electric Utility","Public Works Commission-Fayettville","Public Works Commission-Fayettville",,,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"35.0986","-78.8294",
"NC","CPI USA North Carolina Roxboro","10379","BLR01A"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","6782.81","12",,"886391.25","659.642","0.2203","134.391",,"1295395.787","4","SERC","Person","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"36.435","-78.9619",
"NC","CPI USA North Carolina Roxboro","10379","BLR01B"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","6755.66","12",,"883828.91","651.316","0.2147","132.179",,"1284786.739","4","SERC","Person","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"36.435","-78.9619",
"NC","CPI USA North Carolina Roxboro","10379","BLR01C"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","6831.1","12",,"923724.74","694.793","0.2239","142.159",,"1358057.059","4","SERC","Person","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"36.435","-78.9619",
"NC","CPI USA North Carolina Southport","10378","BLR01A"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","7727.74","12",,"1011356.68","841.735","0.2028","149.15",,"1502349.799","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","CPI USA North Carolina Southport","10378","BLR01B"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","7509.95","12",,"973638.2","810.923","0.2042","143.224",,"1437737.621","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","CPI USA North Carolina Southport","10378","BLR01C"," CS001","2015","CSNOX, CSNOXOS, CSSO2G1","7588.24","12",,"959999.26","801.667","0.2029","141.498",,"1426942.861","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","CPI USA North Carolina Southport","10378","BLR02A"," CS002","2015","CSNOX, CSNOXOS, CSSO2G1","7507.88","12",,"946904.37","764.713","0.2156","145.266",,"1370679.781","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","CPI USA North Carolina Southport","10378","BLR02B"," CS002","2015","CSNOX, CSNOXOS, CSSO2G1","7656.18","12",,"961665.65","778.849","0.2157","147.921",,"1393265.797","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","CPI USA North Carolina Southport","10378","BLR02C"," CS002","2015","CSNOX, CSNOXOS, CSSO2G1","7601.81","12",,"958667.85","776.056","0.2174","147.542",,"1388524.448","4",,"Brunswick","Cogeneration","CPI USA North Carolina LLC","CPI USA North Carolina LLC",,,"Operating","Stoker","Wood","Coal, Tire Derived Fuel",,"Overfire Air","Baghouse",,"33.9444","-78.0125",
"NC","Cleveland County Generating Facility","57029","ES1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1593.0","12","269456.5",,"1.032","0.0352","46.655","171037.875","2861186.6","4",,"Cleveland","Electric Utility","Southern Power Company","Southern Power Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"35.1706","-81.4161",
"NC","Cleveland County Generating Facility","57029","ES2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1397.0","12","237126.75",,"0.936","0.0342","40.575","152530.45","2549964.15","4",,"Cleveland","Electric Utility","Southern Power Company","Southern Power Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"35.1706","-81.4161",
"NC","Cleveland County Generating Facility","57029","ES3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1588.75","12","268102.25",,"1.068","0.0357","47.19","170423.85","2846857.025","4",,"Cleveland","Electric Utility","Southern Power Company","Southern Power Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"35.1706","-81.4161",
"NC","Cleveland County Generating Facility","57029","ES4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","1332.0","12","224114.25",,"0.885","0.0345","38.186","145067.275","2425722.55","4",,"Cleveland","Electric Utility","Southern Power Company","Southern Power Company","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection",,,"35.1706","-81.4161",
"NC","Cliffside","2721","5",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","2539.63","12","1062448.37",,"181.651","0.1321","447.858","951714.604","9275992.973","4","SERC","Cleveland","Electric Utility","Duke Energy Carolinas, LLC, Duke Energy Corporation","Duke Energy Carolinas, LLC, Duke Energy Corporation","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Diesel Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator<br>Wet Scrubber",,"35.22","-81.7594",
